"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3"
Saarland;DESL013;Saarlouis-Fraulautern;"vorstädtisches Gebiet";Hintergrund;22;13
Saarland;DESL017;"Völklingen-City Stadionstr.";"städtisches Gebiet";Hintergrund;21;5
Saarland;DESL019;Biringen;"ländlich regional";Hintergrund;18;8
Saarland;DESL003;"Dillingen City";"städtisches Gebiet";Industrie;24;16
Sachsen;DESN004;Bautzen;"städtisches Gebiet";Hintergrund;23;14
Sachsen;DESN011;Chemnitz-Mitte;"städtisches Gebiet";Hintergrund;25;21
Sachsen;DESN012;Delitzsch;"städtisches Gebiet";Hintergrund;24;15
Sachsen;DESN014;Dresden-Mitte;"städtisches Gebiet";Hintergrund;29;27
Sachsen;DESN017;Freiberg;"städtisches Gebiet";Hintergrund;22;13
Sachsen;DESN019;Glauchau;"städtisches Gebiet";Hintergrund;27;28
Sachsen;DESN024;Klingenthal;"städtisches Gebiet";Hintergrund;21;7
Sachsen;DESN045;Zittau-Ost;"vorstädtisches Gebiet";Hintergrund;23;17
Sachsen;DESN049;Carlsfeld;"ländlich abgelegen";Hintergrund;13;0
Sachsen;DESN050;Hoyerswerda;"städtisches Gebiet";Hintergrund;23;13
Sachsen;DESN051;Radebeul-Wahnsdorf;"ländlich stadtnah";Hintergrund;19;8
Sachsen;DESN059;Leipzig-West;"vorstädtisches Gebiet";Hintergrund;22;8
Sachsen;DESN074;Schwartenberg;"ländlich regional";Hintergrund;13;2
Sachsen;DESN076;Collmberg;"ländlich abgelegen";Hintergrund;18;6
Sachsen;DESN006;Borna;"städtisches Gebiet";Verkehr;25;15
Sachsen;DESN020;Görlitz;"städtisches Gebiet";Verkehr;27;26
Sachsen;DESN025;Leipzig-Mitte;"städtisches Gebiet";Verkehr;31;32
Sachsen;DESN047;Zwickau;"städtisches Gebiet";Verkehr;21;8
Sachsen;DESN060;Chemnitz-Nord;"städtisches Gebiet";Verkehr;24;12
Sachsen;DESN061;Dresden-Nord;"städtisches Gebiet";Verkehr;30;33
Sachsen;DESN075;Plauen-Süd;"städtisches Gebiet";Verkehr;26;14
Sachsen;DESN077;"Leipzig Lützner Str.";"städtisches Gebiet";Verkehr;34;49
Sachsen-Anhalt;DEST002;Burg;"vorstädtisches Gebiet";Hintergrund;24;5
Sachsen-Anhalt;DEST011;Wernigerode/Bahnhof;"städtisches Gebiet";Hintergrund;24;10
Sachsen-Anhalt;DEST028;Zeitz;"städtisches Gebiet";Hintergrund;21;6
Sachsen-Anhalt;DEST029;Bernburg;"vorstädtisches Gebiet";Hintergrund;27;21
Sachsen-Anhalt;DEST063;Stendal;"städtisches Gebiet";Hintergrund;25;4
Sachsen-Anhalt;DEST066;Wittenberg/Bahnstrasse;"städtisches Gebiet";Hintergrund;23;4
Sachsen-Anhalt;DEST072;Halle/Ost;"vorstädtisches Gebiet";Hintergrund;23;7
Sachsen-Anhalt;DEST089;Zartau/Waldstation;"ländlich regional";Hintergrund;17;3
Sachsen-Anhalt;DEST015;Bitterfeld/Wolfen;"vorstädtisches Gebiet";Industrie;23;8
Sachsen-Anhalt;DEST068;Pouch;"ländlich stadtnah";Industrie;23;12
Sachsen-Anhalt;DEST080;Schkopau;"vorstädtisches Gebiet";Industrie;21;3
Sachsen-Anhalt;DEST090;Leuna;"vorstädtisches Gebiet";Industrie;20;7
Sachsen-Anhalt;DEST097;"Hettstedt Industrie";"vorstädtisches Gebiet";Industrie;19;11
Sachsen-Anhalt;DEST057;Magdeburg/Südost;"städtisches Gebiet";Verkehr;28;26
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;31;47
Sachsen-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"städtisches Gebiet";Verkehr;26;17
Sachsen-Anhalt;DEST081;Weißenfels/Promenade;"städtisches Gebiet";Verkehr;23;14
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;26;13
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;29;32
Sachsen-Anhalt;DEST095;Aschersleben;"städtisches Gebiet";Verkehr;26;23
Schleswig-Holstein;DESH001;Altendeich;"ländlich regional";Hintergrund;21;6
Schleswig-Holstein;DESH021;"Kiel Schauenburger Str.";"städtisches Gebiet";Hintergrund;18;6
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;21;7
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;24;23
Thüringen;DETH007;"Rudolstadt Schwarzb.Ch.";"städtisches Gebiet";Hintergrund;20;6
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;22;12
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;21;5
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;21;8
Thüringen;DETH016;"Arnstadt Alter Friedhof";"städtisches Gebiet";Hintergrund;20;5
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;21;6
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;25;13
Thüringen;DETH025;Meiningen;"städtisches Gebiet";Hintergrund;23;16
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;18;1
Thüringen;DETH027;Neuhaus;"ländlich abgelegen";Hintergrund;12;0
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;22;10
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;21;9
Thüringen;DETH060;Zella-Mehlis;"städtisches Gebiet";Hintergrund;19;4
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;14;0
Thüringen;DETH021;"Mühlhausen Brunnenstr.";"städtisches Gebiet";Verkehr;24;8
Thüringen;DETH039;"Weimar Sophienstiftsplatz";"städtisches Gebiet";Verkehr;23;11
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;28;23
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;22;6
Thüringen;DETH075;"Jena Westbahnhofstr.";"städtisches Gebiet";Verkehr;29;23
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;19;6
UBA;DEUB002;Deuselbach;"ländliches Gebiet";Hintergrund;16;0
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;8,8;2
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;17;4
UBA;DEUB007;Bassum;"ländliches Gebiet";Hintergrund;18;1
UBA;DEUB017;Regnitzlosau;"ländliches Gebiet";Hintergrund;13;0
UBA;DEUB026;Ueckermünde;"ländliches Gebiet";Hintergrund;14;5
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;15;5
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;9,5;0
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;13;2
UBA;DEUB031;Lückendorf;"ländliches Gebiet";Hintergrund;15;2
UBA;DEUB032;Leinefelde;"ländliches Gebiet";Hintergrund;21;5
UBA;DEUB033;Melpitz;"ländliches Gebiet";Hintergrund;16;1
UBA;DEUB035;Lehnmühle;"ländliches Gebiet";Hintergrund;16;4
UBA;DEUB038;Aukrug;"ländliches Gebiet";Hintergrund;20;6
UBA;DEUB039;Falkenberg;"ländliches Gebiet";Hintergrund;14;3
UBA;DEUB040;Schorfheide;"ländliches Gebiet";Hintergrund;14;4
UBA;DEUB041;Raisting;"ländliches Gebiet";Hintergrund;17;3
UBA;DEUB042;Öhringen;"ländliches Gebiet";Hintergrund;23;9
UBA;DEUB016;Gittrup;"ländliches Gebiet";Verkehr;18;4

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 12.03.2012). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
